;ID;Sand %;Clay %;Silt %;pH;EC mS/cm;O.M. %;CACO3 %;N_NO3 ppm;P ppm;K ppm ;Mg ppm;Fe ppm;Zn ppm;Mn ppm;Cu ppm;B ppm;Adequação MILHO;;;;
;1219;46,39654063;37,96302238;15,640437;5,316425721;1,178378904;1,205008654;44,85673103;9,291078763;8,606505193;48,85146187;72,36612829;69,19474155;0,205496623;3,084650729;1,324656769;0,378128608;Baixa;;;;
;1220;47,09315956;17,88853033;35,01831011;5,045293954;0,124535307;1,026794468;32,63215177;7,308296349;5,530019588;63,53452534;97,74412837;47,11730284;0,626936003;4,246970118;0,265319936;0,24079971;Baixa;;;;
;1221;62,58162656;16,80408704;20,6142864;5,31543234;1,24268901;0,594923281;24,08440331;14,36710901;2,210989214;396,0835007;386,0512207;9,249924443;0,956879386;3,946688639;3,269111326;0,134936448;Baixa;;;;
;1222;23,29284547;37,91647217;38,79068236;7,743115964;0,094529937;0,931240158;39,40929723;19,29095717;9,049559998;152,3616294;1121,978229;23,02330612;0,280257937;24,65965816;0,360408498;0,361202116;Baixa;;;;
;1223;37,28720634;39,69531659;23,01747707;5,336892862;0,071073537;1,601217837;18,51995642;17,85182816;5,52672212;40,53023471;1022,629134;76,5127485;0,382866466;20,42872442;3,607817819;0,328968424;Baixa;;;;
;1224;64,60576985;16,1629679;19,23126225;7,753828802;5,428631402;1,23344932;15,63030981;9,87695588;3,396745696;32,1529647;520,7995957;6,744458085;0,993219527;3,292572066;0,707026397;0,297998803;Baixa;;;;
;1225;63,79788616;15,98195134;20,2201625;7,761682441;0,567986797;1,535317101;5,041188921;2,512489773;18,3020051;98,25588396;103,2196255;22,39449369;0,750272468;24,6928065;0,301058435;0,564483928;Baixa;;;;
;1226;49,58411703;6,818432426;43,59745054;5,129883829;0,125079838;2,155339253;43,12931184;17,60152965;8,603980031;633,2844627;350,1627791;56,89530181;0,205603532;3,618171975;3,5638302;0,297118788;Baixa;;;;
;1227;19,77651622;47,42226697;32,80121681;5,188752607;4,063813808;1,374372406;38,04692445;19,43208038;4,03545029;111,7594943;1575,695968;52,73037799;0,83838384;4,623272422;3,203385728;0,321638592;Baixa;;;;
;1228;18,02532375;22,12537205;59,8493042;5,205902621;2,577001721;0,704144592;47,1906953;18,77252026;1,943643814;65,61907242;132,1562376;13,74315384;1,027775044;4,626673895;3,548591584;0,131353382;Baixa;;;;
;1229;64,56581147;18,2466366;17,18755193;5,123757613;4,688502487;1,403265867;10,44010715;16,88850416;11,62686579;44,45643385;1968,561176;29,19570409;0,600369451;2,597910233;2,238728974;0,27044466;Baixa;;;;
;1230;12,89798135;47,3386247;39,76339395;7,980169824;0,091661375;1,603751742;11,9917388;18,20440703;3,679881122;45,2753353;1848,365871;64,86688632;0,818421509;34,83098824;2,980483514;0,346595655;Baixa;;;;
;1231;50,66796624;7,86692447;41,46510929;5,423714077;2,182005709;0,969945608;23,37328742;16,10555957;3,043873402;156,6410705;1725,754159;49,0521029;0,218575488;3,360067444;0,498255848;0,319646635;Baixa;;;;
;1232;46,54081598;11,4338102;42,02537383;7,450515646;0,072330606;1,956039821;5,485751456;1,081449437;1,810946065;63,01532495;882,6039754;17,75473483;0,201691768;25,04497406;3,443650116;0,32455657;Baixa;;;;
;1233;20,47194686;52,87175535;26,65629779;5,42921331;0,70095161;2,143074852;42,79998439;19,93057193;5,373091947;60,07617091;1624,214485;73,4167629;0,451917245;2,414883273;1,782860704;0,394018301;Baixa;;;;
;1234;46,74628915;39,91426754;13,33944331;8,104098418;0,124831166;1,736046847;47,38642493;6,122422837;2,383133397;111,2808096;890,9593723;22,20689373;0,691339439;3,215855253;0,30529921;0,266874476;Baixa;;;;
;1235;12,86154906;39,85187162;47,28657932;5,70950271;3,039043863;1,565668903;16,31576045;5,252448557;9,194466101;32,54599567;600,4301646;13,10064416;0,748584031;20,78465032;1,00063126;0,273869946;Baixa;;;;
;1236;24,32376607;34,75980828;40,91642564;6,951057871;0,060364152;1,683482741;3,851413035;14,70337546;9,050337733;617,4631865;729,5313548;23,81716033;0,244828013;33,83748852;0,361032631;0,221040084;Baixa;;;;
;1237;34,32628341;38,31043686;27,36327973;8,123631726;2,806540961;1,009103297;43,08508398;19,65488641;4,85534789;108,6243176;581,4558693;24,74197555;0,426403269;36,78166326;1,777395307;0,809007248;Baixa;;;;
;1238;31,87547634;21,80449963;46,32002403;5,323275693;0,041529829;0,464066297;2,845264819;1,527230299;2,269539041;73,13067733;518,919319;70,06777976;0,114201151;4,23062795;1,889718302;0,176919591;Baixa;;;;
;1239;18,15040479;9,656733366;72,19286185;5,25233933;0,065113497;0,987483338;38,60404101;10,23535413;10,18497665;37,17632945;680,3685225;45,3274898;0,690825073;4,86523389;0,376814794;0,11508386;Baixa;;;;
;1240;39,16011113;47,14766858;13,69222028;5,029382126;0,70568098;1,389053335;16,66305096;14,58041341;30,46497165;73,77652563;556,049817;11,83003658;0,371020731;8,172001708;0,212241264;0,460713389;Baixa;;;;
;1241;30,47918;13,28313361;56,23768639;5,379694575;2,970212497;2,588265804;44,35274766;0,509536778;4,834573233;105,4194061;313,6992151;47,15975669;0,966511788;30,96407474;1,324794527;0,375916805;Baixa;;;;
;1242;34,10760852;12,0582468;53,83414468;6,274579615;3,442876544;1,934373531;4,470471267;25,61409667;2,228910926;39,73499975;1261,367749;86,20274754;0,650209304;3,302548161;0,97838322;0,249654122;Baixa;;;;
;1243;30,94262184;14,7779904;54,27938776;8,048140374;5,121783536;1,238632468;23,19028891;14,45894951;1,617666411;37,59347086;1819,208195;31,9661299;0,584309699;31,84020823;2,168718402;0,4622659;Baixa;;;;
;1244;23,34409331;40,01034243;36,64556426;5,454104733;0,013768546;1,580364147;16,80473924;19,06863388;11,77619332;78,15622218;1582,343082;8,774503414;0,230683532;10,56796749;0,229820813;0,495063837;Baixa;;;;
;1245;13,11397116;53,24813719;33,63789165;6,435920484;5,552273402;1,844175348;40,15074829;6,924845392;12,5384782;125,8054789;752,0307183;22,54064404;0,273623602;34,49959385;2,425108293;0,306936818;Baixa;;;;
;1246;38,09847242;30,3842809;31,51724668;6,034665391;0,080203152;2,798712522;4,81724114;27,84432453;22,65095222;351,3253625;121,0386823;5,839285997;1,242613312;10,46650867;0,547069187;0,726920079;Alta;;;;
;1247;47,52161587;20,83100497;31,64737915;5,517917984;0,520627502;2,597562538;0,809625977;22,55677065;29,51444756;317,957936;858,280768;6,853530875;0,218563645;9,636383016;0,969093863;0,546169278;Alta;;;;
;1248;49,4035014;25,11713867;25,47935993;6,106065732;0,26107478;3,426040852;4,314181985;21,66798488;23,25992046;394,1327659;107,3312072;6,453271722;0,427594344;9,505918076;1,727453495;0,74602817;Alta;;;;
;1249;48,67685741;31,15677039;20,1663722;5,369541693;0,524993696;2,526483215;0,696363324;20,06232597;23,01012506;308,2790827;95,35199402;5,071020718;1,445324114;24,95370104;1,9292247;0,42138083;Alta;;;;
;1250;43,34650261;26,10950106;30,54399634;6,453339091;0,680953855;2,0141771;0,830612085;20,28648026;30,03903285;575,7003965;1859,119276;5,954747014;1,070442815;6,863933566;2,425251412;0,601567712;Alta;;;;
;1251;40,23389938;22,87628216;36,88981846;5,994715501;0,007225096;2,117107202;1,45788758;21,80265814;8,885660221;203,5869571;300,9555508;7,283375371;1,06787553;10,26986697;0,478246446;0,71992747;Alta;;;;
;1252;39,56011384;31,50918384;28,93070232;5,604987853;0,147044176;2,813558915;0,867439693;23,9992261;18,68192895;227,8301077;91,0208302;7,216633289;1,402465882;9,455014145;3,123509423;0,477709248;Alta;;;;
;1253;37,5333037;33,83903798;28,62765832;5,987760774;0,719994924;2,909807568;2,277273212;21,39072034;13,32739875;439,0878789;140,3397662;5,893731754;1,404135094;5,911858944;1,041596638;0,763023293;Alta;;;;
;1254;39,00614072;25,30772542;35,68613386;6,469318753;0,466392043;2,806428;13,07527495;9,351220834;23,17935444;292,5192393;117,0831621;6,284986174;1,319478356;3,438326425;0,765070782;0,755706475;Alta;;;;
;1255;52,86408301;24,73549558;22,40042141;5,533433091;0,434866836;3,493912298;4,724383336;25,68750294;23,23101167;333,0135806;359,9243411;7,216788658;1,389256417;15,39619073;1,098094324;0,616206636;Alta;;;;
;1256;37,88437534;33,78143722;28,33418744;5,819267814;0,516046534;2,285500077;3,131447468;7,184033192;13,74706521;539,1700195;126,9894757;7,738092999;1,132752743;14,0492233;1,707992843;0,458038013;Alta;;;;
;1257;30,51846227;34,49397683;34,9875609;5,032307612;0,345073363;2,651659718;2,186041897;21,36279133;14,93537094;268,9119496;149,1120735;5,684217117;0,121869174;5,216881108;1,969519527;0,808731299;Alta;;;;
;1258;33,79265494;41,88975479;24,31759027;5,743830985;0,10293783;3,098014942;4,242535921;24,14282124;27,06159371;186,7961169;132,3238565;6,578567437;0,646222917;6,865958537;0,53294597;0,61218653;Alta;;;;
;1259;44,82677135;22,4360128;32,73721585;6,415707986;0,227125097;2,272802097;3,454029379;27,17819363;19,38489501;518,8265547;136,514385;6,29472966;1,437015908;18,98921102;1,369222031;0,239753639;Alta;;;;
;1260;55,7551937;9,659068416;34,58573788;5,602505538;0,020244012;2,701877301;3,192410844;26,42182861;18,22597071;525,7538527;130,4020167;5,579033422;1,057080265;13,30571589;1,069754829;0,530897403;Alta;;;;
;1261;36,89320699;27,05738558;36,04940743;6,478691784;0,484492972;2,758109939;1,247551394;22,70446421;3,54498206;302,72857;142,1815209;6,620171818;0,471377475;13,1376634;1,443540836;0,518958958;Alta;;;;
;1262;44,8704977;26,95262122;28,17688107;6,36539081;0,033228943;2,858818255;4,051016281;23,25186577;17,06402405;134,0266217;86,08524979;6,584135571;1,048156624;11,59207702;1,929382369;0,638087816;Alta;;;;
;1263;37,60867376;23,79915102;38,59217522;6,329579782;0,461402445;2,159634051;4,02599111;20,16384587;28,35181978;113,663717;69,57795539;4,666619583;0,211384798;11,381759;0,693051052;0,558509868;Alta;;;;
;1264;44,30207583;27,22012551;28,47779867;6,136674158;0,319154214;2,956524595;3,738927765;20,52774696;12,54948523;318,6151192;62,86843355;7,765753546;1,118289261;12,52533485;1,336278069;0,528248534;Alta;;;;
;1265;32,71564368;28,67073859;38,61361773;6,3521604;0,219546874;3,154368173;3,364331353;13,80626397;29,41257722;116,7106269;69,4739104;6,174136413;1,340222556;15,76475725;1,232009117;0,809046537;Alta;;;;
;1266;44,85552196;34,02629589;21,11818216;5,058850091;0,445375209;3,313287138;3,703526584;20,68642061;28,03846742;78,56937425;100,3640705;7,79867053;1,240151247;19,69993657;1,397810867;0,668371561;Alta;;;;
;1267;46,114023;25,53957555;28,34640145;6,341538463;0,660691764;0,863404254;0,224211184;20,63875276;17,23030925;598,7228779;117,3135905;6,091155399;1,377404;7,206159853;1,960013717;0,506887483;Alta;;;;
;1268;43,02340159;20,81634448;36,16025394;6,045492989;0,705704873;3,10580334;3,861079426;20,01087432;10,11925959;292,0590694;71,53228009;5,683866481;0,322773297;9,161917313;1,327333859;0,606435989;Alta;;;;
;1269;41,45704249;23,5341752;35,00878232;6,138411663;0,260670399;3,061689482;2,670864634;20,42598119;11,64648484;544,0073882;141,7640087;6,410437733;1,132002696;12,11437308;1,955047626;0,706896057;Alta;;;;
;1270;46,71453686;33,08483294;20,20063021;6,206735526;0,559648833;3,318392451;0,682355902;25,05940569;19,42401394;485,3350056;149,9721778;5,121829469;1,351125059;7,757254391;0,831688869;0,123425955;Alta;;;;
;1271;44,84077873;22,23921875;32,92000253;6,217083433;0,248685234;3,425350701;29,2999691;26,71250336;19,33824141;451,2628164;106,381763;7,312787065;1,317855238;17,98042823;1,891791007;0,580441117;Alta;;;;
;1272;36,97538774;29,27659653;33,74801573;6,013648319;0,71587054;2,999005397;0,399418568;23,94267884;30,28223973;400,3661163;139,4360782;5,546510466;1,112370706;14,82249306;2,141786209;0,607088906;Alta;;;;
;1273;48,73035573;28,00979139;23,25985289;6,055407425;0,27804481;3,268413037;1,100866318;26,05699434;17,32330168;564,3876161;67,29033009;78,85789447;1,327543096;13,25662658;1,817179962;0,362736304;Alta;;;;
;1274;23,60075047;35,17638066;41,22286887;6,463731159;0,477455593;3,3974907;3,312902351;13,40544105;24,52572963;258,3948399;119,2094398;7,518562349;1,39646775;12,46104323;0,787450194;0,847431433;Alta;;;;
;1275;35,03810346;38,33081695;26,63107959;6,698031176;0,280914409;2,840974938;2,406650448;18,66371422;28,27415005;333,5468104;145,0700223;5,856536009;1,157170355;4,250388027;1,994789349;0,713872769;Alta;;;;
;1276;32,26397498;31,69208367;36,04394135;6,126120675;0,4282024;2,002813861;1,535632132;21,72063646;27,6521397;101,3822182;130,9173255;5,629234379;0,642578373;9,759583786;1,618126597;0,721088572;Alta;;;;
;1277;44,29761606;20,34766238;35,35472156;5,535214558;0,708730263;2,059792172;0,798361628;20,86680756;22,62758185;419,4284936;124,4012554;5,531632589;1,192945219;15,30552202;0,978435553;0,807233684;Alta;;;;
;1278;31,39671613;31,65353422;36,94974964;6,045503739;0,177163908;2,708147323;48,53384624;21,17230647;11,01642037;275,4464319;99,46672391;6,802673856;1,099525655;19,96578958;1,441012128;0,808049265;Alta;;;;
;1279;33,14723458;30,04715727;36,80560816;5,832010987;0,410205637;2,174226437;0,849541461;20,70392789;30,75888099;275,9907238;109,1460023;6,155273482;1,457490697;15,04540441;1,514977586;0,727990443;Alta;;;;
;1280;49,89200849;29,60181717;20,50617434;6,191545688;0,503662534;3,311337213;1,053350345;22,31985961;8,426190203;437,0330214;83,52833367;7,228922057;1,22441024;8,139392752;1,026584381;0,647472446;Alta;;;;
;1281;29,3742926;37,92665987;32,69904753;5,699168642;0,536314977;2,13886599;3,143001241;24,87492884;9,544870417;545,4705675;94,38733315;6,132386793;0,317336829;16,22198435;0,997971556;0,851038132;Alta;;;;
;1282;31,49502847;29,89153667;38,61343486;6,469153411;0,575509937;1,953089441;1,877501262;13,57263584;30,68436658;513,7302513;140,3141978;62,09702424;1,23322247;9,043797212;1,648550694;0,527442763;Alta;;;;
;1283;38,80800173;27,94382426;33,24817401;5,798540905;2,688949069;2,91144804;0,323819176;21,55773776;18,77033061;634,8346516;128,207333;6,295954554;1,244362583;12,70247169;1,382747916;0,56524216;Alta;;;;
;1284;36,67750569;26,24925213;37,07324217;5,837447695;0,594138995;2,333821869;3,672282868;20,23041091;20,22681489;229,0622891;145,3930836;7,622221473;1,384368667;9,28124528;1,6259532;0,821514411;Alta;;;;
;1285;53,02792098;30,02498133;16,94709769;5,841696921;0,506360994;3,330124032;0,287849554;26,90193866;28,49730415;301,673006;111,3824372;6,953250349;1,076914377;10,10014359;1,778565005;0,30324627;Alta;;;;
;1286;34,97012278;31,94547046;33,08440676;7,675298908;0,216148806;2,823259365;4,1414403;21,78353118;14,94446563;313,6797409;82,49984044;5,26856198;1,078728982;15,7563953;1,507173852;0,515928978;Alta;;;;
;1287;33,18550496;27,72562138;39,08887366;6,001405749;0,364321581;1,328175308;4,410911255;16,91254665;19,13997781;292,9725756;107,6850212;7,197391321;1,051084145;14,9209542;1,261479908;0,596739281;Alta;;;;
;1288;45,66948403;26,736124;27,59439197;5,651767003;0,5379996;2,620590357;0,007752158;22,63720255;25,3584378;580,5751018;1766,31085;30,53892124;1,440477278;34,30772415;1,476690864;0,158426466;Alta;;;;
;1289;43,91109641;34,40913593;21,67976766;6,005339111;0,619395762;3,005296097;3,555704788;20,97166188;1,944426997;531,9122106;133,7113056;41,69735454;1,365208758;11,83234861;0,85560161;0,578666624;Alta;;;;
;1290;46,41833588;25,53695881;28,04470531;6,16606828;5,459870368;1,423334278;51,47961907;21,3304685;20,37323538;283,4583102;62,27642648;7,853105744;1,376856881;16,815565;1,983048812;0,796350551;Alta;;;;
;1291;54,86099831;27,99742562;17,14157608;5,794235126;0,702065262;3,415705038;2,11884713;24,08433231;18,42471012;580,3054243;145,5662408;4,757550041;0,47440216;21,01966965;1,768287573;0,657376172;Alta;;;;
;1292;40,65972749;35,26026206;24,08001045;6,036945354;0,499145083;3,194629254;0,56692894;22,31524719;29,51917594;269,0177749;65,92383472;4,830268782;1,195993275;11,91286489;1,242881008;0,79999416;Alta;;;;
;1293;22,09540108;33,99084875;43,91375017;6,046339569;0,428651666;3,318318733;3,79505823;4,013461443;20,02650763;210,3372366;140,527731;7,622765673;1,161836355;18,31570891;1,475524143;0,638244648;Alta;;;;
;1294;45,52571354;31,92612622;22,54816024;6,175813328;0,067178143;2,811051482;17,57187186;25,83762429;27,33456766;369,4466601;66,24827728;7,005262992;1,338771122;19,44386229;0,362957013;0,786349115;Alta;;;;
;1295;49,35237867;22,92386568;27,72375565;6,231282268;0,492991535;2,480265545;2,231601119;20,92384424;20,29442131;237,8116295;67,44317545;6,90615423;1,107033536;10,45623896;1,922147482;0,523524947;Alta;;;;
;1296;55,58175353;24,37186533;20,04638115;6,247438131;0,585775179;0,735776019;3,406230652;1,80942334;23,86572476;371,7568658;125,5464607;7,816664952;1,386386011;18,54102725;0,921989322;0,13754721;Alta;;;;
;1297;47,70110191;32,19852333;20,10037476;6,411959902;5,388899126;2,465521643;4,159440194;27,06156011;23,03110617;412,4578278;147,1178624;43,80959843;1,185084315;15,22009231;0,80330309;0,749392134;Alta;;;;
;1298;46,34595712;20,35372611;33,30031677;5,881869596;0,505818779;2,437862446;1,780157079;6,883038845;29,96894279;518,8492375;95,05949058;6,557342502;1,316937987;19,07318834;1,512409543;0,561294215;Alta;;;;
;1299;49,99488456;28,72363348;21,28148196;5,38725653;0,564875922;1,407599481;2,680016233;24,03695915;24,00077438;115,2662571;101,2368064;6,958824196;1,128700601;19,15171108;1,717038006;0,656317316;Alta;;;;
;1300;37,48051171;33,89005449;28,6294338;6,051110429;0,413886202;2,1396483;1,819753364;25,73915187;12,76987493;86,47831218;79,14676757;7,11640353;0,842901733;7,787980259;1,614474357;0,238702585;Alta;;;;
;1301;41,4853641;39,13491586;19,37972004;6,324251713;0,4096105;3,289723818;4,048980501;10,86877412;23,39804328;456,4375638;1432,773238;5,415412128;1,015992035;7,736810162;1,502105263;0,63274624;Alta;;;;
;1302;37,52251118;23,77848558;38,69900324;6,044367725;0,538622199;3,236393097;2,080941115;22,7169499;11,81145101;144,1167665;109,2067472;5,006214069;1,149634455;10,0898228;0,895980104;0,842363752;Alta;;;;
;1303;44,70506427;25,55410063;29,7408351;5,167383398;0,36766933;2,719018356;3,907892121;21,46398279;3,121837671;451,4455177;703,3800661;5,571127985;1,27663256;10,72182399;0,994393219;0,837484071;Alta;;;;
;1304;37,4515801;27,28796659;35,26045331;6,042793146;0,018469785;3,19492568;3,887653947;1,370125421;30,02885373;286,7322422;89,25830509;5,202652148;1,295434096;5,4851627;1,152162325;0,728714424;Alta;;;;
;1305;49,3020298;21,76831598;28,92965422;7,564141056;0,3648438;2,808364673;1,022813755;23,49547426;18,98080321;245,5053593;991,238264;5,168084824;1,134712721;7,497611413;0,698357557;0,850616813;Alta;;;;
;1306;38,34169005;22,96968743;38,68862252;6,244049639;0,420510804;1,736213499;0,0643453;21,91698023;15,10586256;67,66105469;870,8646553;4,661975786;0,22956407;19,79888599;1,258536203;0,788279773;Alta;;;;
;1307;41,80376397;26,1248006;32,07143543;5,820541362;0,496332924;3,408724801;2,279734055;22,77621573;27,88776865;618,8538558;130,1254202;5,831924717;1,459165057;16,474255;0,893385797;0,55841672;Alta;;;;
;1308;49,6165552;29,53827881;20,84516599;6,067316246;0,653398762;2,19954995;4,725944522;7,536053134;19,72388062;38,23121948;1673,851966;5,817465132;1,103507191;4,81496995;1,844218326;0,500698932;Alta;;;;
;1309;54,08695417;23,54065376;22,37239207;5,829142752;0,319217328;2,287172856;49,66136926;20,15723278;30,43471242;415,7400098;116,1852732;5,315918374;1,183671699;10,55913888;1,759416836;0,711447912;Alta;;;;
